CPT,Total_Amount,Probability
73565,11.62,0.03225806451612903
73565,659.4,0.012903225806451613
311,0.0,0.8933333333333333
311,99.87,0.013333333333333334
311,-1.91,0.05333333333333334
311,193.09,0.013333333333333334
311,-2.83,0.02666666666666667
310,0.0,0.7916666666666666
310,1265.79,0.125
310,50.0,0.020833333333333332
310,304.19,0.0625
73560,2.85,0.0056179775280898875
73560,140.34,0.0056179775280898875
73560,3.57,0.0014044943820224719
73560,19.2,0.0056179775280898875
73560,48.99,0.007022471910112359
73560,4.19,0.0056179775280898875
73560,0.0,0.6460674157303371
73560,1270.65,0.009831460674157303
73560,2.88,0.004213483146067416
73560,7.55,0.004213483146067416
73560,88.82,0.0056179775280898875
73560,137.88,0.0028089887640449437
73560,145.34,0.0056179775280898875
73560,63.59,0.0056179775280898875
73560,1146.02,0.0056179775280898875
73560,4.57,0.0056179775280898875
73560,316.66,0.0014044943820224719
73560,17.28,0.007022471910112359
73560,122.0,0.008426966292134831
73560,14.27,0.007022471910112359
73560,16.31,0.0014044943820224719
73560,259.28,0.0014044943820224719
73560,175.29,0.004213483146067416
73560,26.45,0.0014044943820224719
73560,38.84,0.007022471910112359
73560,25.0,0.0028089887640449437
73560,1.38,0.0056179775280898875
73560,6.33,0.0014044943820224719
73560,165.61,0.0028089887640449437
73560,129.89,0.0056179775280898875
73560,9.39,0.004213483146067416
73560,207.48,0.0028089887640449437
73560,1.35,0.0028089887640449437
73560,33.47,0.016853932584269662
73560,24.77,0.004213483146067416
73560,17.64,0.0014044943820224719
73560,303.62,0.0014044943820224719
73560,77.38,0.0056179775280898875
73560,153.74,0.0014044943820224719
73560,28.87,0.0056179775280898875
73560,3.62,0.007022471910112359
73560,153.03,0.004213483146067416
73560,143.02,0.0056179775280898875
73560,31.44,0.0056179775280898875
73560,20.67,0.0056179775280898875
73560,165.0,0.0056179775280898875
73560,130.99,0.0056179775280898875
73560,131.47,0.0014044943820224719
73560,16.17,0.004213483146067416
73560,8.63,0.042134831460674156
73560,237.56,0.011235955056179775
73560,34.04,0.0014044943820224719
73560,2.42,0.004213483146067416
73560,14.0,0.0056179775280898875
73560,2.98,0.0014044943820224719
73560,12.97,0.0056179775280898875
73560,22.23,0.009831460674157303
73560,148.0,0.0028089887640449437
73560,55.44,0.0056179775280898875
73560,19.85,0.0028089887640449437
73560,4.41,0.0056179775280898875
73560,78.35,0.0014044943820224719
73560,96.67,0.0056179775280898875
73560,1.45,0.0028089887640449437
73560,13.02,0.0056179775280898875
73560,164.83,0.0056179775280898875
73560,659.4,0.0056179775280898875
95851,0.0,0.23404255319148937
95851,187.73,0.1702127659574468
95851,189.8,0.0851063829787234
95851,4.73,0.0425531914893617
95851,63.31,0.3404255319148936
95851,43.0,0.1276595744680851
73562,10.22,0.0009009009009009009
73562,292.23,0.002702702702702703
73562,166.1,0.009009009009009009
73562,13.76,0.0036036036036036037
73562,640.45,0.0036036036036036037
73562,218.2,0.0009009009009009009
73562,62.16,0.0045045045045045045
73562,7.62,0.0018018018018018018
73562,16.0,0.0018018018018018018
73562,50.84,0.0009009009009009009
73562,47.01,0.0018018018018018018
73562,50.82,0.002702702702702703
73562,368.93,0.0036036036036036037
73562,115.36,0.005405405405405406
73562,187.05,0.0009009009009009009
73562,168.01,0.0036036036036036037
73562,30.87,0.0009009009009009009
73562,65.0,0.0009009009009009009
73562,117.96,0.006306306306306306
73562,203.9,0.0036036036036036037
73562,12.54,0.007207207207207207
73562,14.78,0.0009009009009009009
73562,117.76,0.0045045045045045045
73562,63.52,0.0036036036036036037
73562,257.87,0.0018018018018018018
73562,21.44,0.007207207207207207
73562,29.56,0.009009009009009009
73562,332.2,0.0036036036036036037
73562,38.84,0.0045045045045045045
73562,22.35,0.0009009009009009009
73562,248.25,0.0045045045045045045
73562,84.41,0.0045045045045045045
73562,27.53,0.002702702702702703
73562,28.87,0.0036036036036036037
73562,10.72,0.0009009009009009009
73562,104.04,0.0018018018018018018
73562,42.0,0.002702702702702703
73562,25.0,0.008108108108108109
73562,19.99,0.0045045045045045045
73562,92.01,0.009009009009009009
73562,1.65,0.002702702702702703
73562,1.63,0.0036036036036036037
73562,68.88,0.005405405405405406
73562,107.32,0.0036036036036036037
73562,11.72,0.0036036036036036037
73562,11.77,0.0036036036036036037
73562,56.8,0.0036036036036036037
73562,129.38,0.002702702702702703
73562,0.74,0.007207207207207207
73562,156.34,0.0036036036036036037
73562,27.42,0.0018018018018018018
73562,27.43,0.0018018018018018018
73562,182.0,0.007207207207207207
73562,336.5,0.002702702702702703
73562,49.43,0.002702702702702703
73562,10.68,0.0018018018018018018
73562,35.28,0.002702702702702703
73562,8.0,0.014414414414414415
73562,64.19,0.0009009009009009009
73562,85.56,0.0045045045045045045
73562,26.28,0.010810810810810811
73562,193.74,0.005405405405405406
73562,277.26,0.002702702702702703
73562,1.54,0.002702702702702703
73562,1.8,0.002702702702702703
73562,400.41,0.002702702702702703
73562,14.02,0.0009009009009009009
73562,28.4,0.0036036036036036037
73562,47.41,0.0018018018018018018
73562,6.84,0.0045045045045045045
73562,15.08,0.0036036036036036037
73562,45.53,0.0009009009009009009
73562,58.8,0.006306306306306306
73562,1.45,0.0018018018018018018
73562,1228.51,0.002702702702702703
73562,19.0,0.0045045045045045045
73562,110.97,0.0045045045045045045
73562,281.59,0.0009009009009009009
73562,0.0,0.6117117117117117
73562,23.88,0.0045045045045045045
73562,174.8,0.002702702702702703
73562,524.1,0.002702702702702703
73562,4.54,0.0036036036036036037
73562,105.0,0.0009009009009009009
73562,5.4,0.002702702702702703
73562,2.72,0.007207207207207207
73562,11.0,0.005405405405405406
73562,66.64,0.002702702702702703
73562,17.0,0.0036036036036036037
73562,18.18,0.005405405405405406
73562,233.43,0.005405405405405406
73562,122.91,0.0009009009009009009
73562,2.96,0.0045045045045045045
73562,327.57,0.0018018018018018018
73562,2.93,0.0045045045045045045
73562,47.61,0.002702702702702703
73562,46.3,0.0036036036036036037
73562,32.0,0.005405405405405406
73562,145.24,0.0036036036036036037
73562,98.61,0.0036036036036036037
73562,836.56,0.0009009009009009009
73562,179.88,0.0009009009009009009
73562,26.12,0.009009009009009009
73562,15.8,0.0009009009009009009
73562,42.57,0.0045045045045045045
73562,130.2,0.0018018018018018018
73562,11.32,0.0036036036036036037
73562,39.06,0.0009009009009009009
11201,0.0,0.46938775510204084
11201,180.0,0.20408163265306123
11201,18.84,0.32653061224489793
11200,180.0,0.046948356807511735
11200,169.0,0.018779342723004695
11200,0.0,0.6244131455399061
11200,50.8,0.028169014084507043
11200,23.48,0.014084507042253521
11200,78.5,0.018779342723004695
11200,100.0,0.018779342723004695
11200,29.56,0.014084507042253521
11200,95.0,0.03286384976525822
11200,18.84,0.018779342723004695
11200,266.0,0.004694835680751174
11200,9.0,0.014084507042253521
11200,326.05,0.014084507042253521
11200,54.32,0.028169014084507043
11200,20.28,0.023474178403755867
11200,301.53,0.018779342723004695
11200,77.13,0.009389671361502348
11200,222.93,0.018779342723004695
11200,470.25,0.004694835680751174
11200,19.91,0.014084507042253521
11200,60.0,0.009389671361502348
11200,71.24,0.004694835680751174
89255,0.0,1.0
89254,0.0,1.0
89250,0.0,1.0
312670,0.0,1.0
89259,0.0,1.0
89258,0.0,1.0
93609,0.0,1.0
4524Rx,0.0,1.0
99245Rx,30.0,0.0035460992907801418
99245Rx,55.0,0.0035460992907801418
99245Rx,0.0,0.9361702127659575
99245Rx,35.1,0.0035460992907801418
99245Rx,109.23,0.0035460992907801418
99245Rx,12.24,0.0035460992907801418
99245Rx,3.6,0.0035460992907801418
99245Rx,7.0,0.014184397163120567
99245Rx,21.6,0.0035460992907801418
99245Rx,82.99,0.01773049645390071
99245Rx,510.79,0.0035460992907801418
99245Rx,135.39,0.0035460992907801418
768307Rx,0.0,1.0
97811Rx,4.5,0.012903225806451613
97811Rx,15.0,0.012903225806451613
97811Rx,1.02,0.012903225806451613
97811Rx,15.4,0.025806451612903226
97811Rx,2.81,0.0032258064516129032
97811Rx,7.01,0.012903225806451613
97811Rx,-153.79,0.0032258064516129032
97811Rx,6.13,0.012903225806451613
97811Rx,0.0,0.8548387096774194
97811Rx,57.63,0.0032258064516129032
97811Rx,0.34,0.0032258064516129032
97811Rx,153.79,0.0064516129032258064
97811Rx,15.45,0.012903225806451613
97811Rx,125.0,0.012903225806451613
97811Rx,130.92,0.0064516129032258064
97811Rx,-130.92,0.0032258064516129032
27780,0.0,1.0
86632Rx,21.51,0.2857142857142857
86632Rx,0.0,0.2857142857142857
86632Rx,24.72,0.42857142857142855
27786,0.0,0.5714285714285714
27786,710.82,0.14285714285714285
27786,72.4,0.2857142857142857
99205Rx,4.16,0.002285714285714286
99205Rx,0.0,0.8102857142857143
99205Rx,0.3,0.002285714285714286
99205Rx,0.5,0.004571428571428572
99205Rx,1.9,0.001142857142857143
99205Rx,3.16,0.002285714285714286
99205Rx,3.4,0.001142857142857143
99205Rx,4.33,0.0034285714285714284
99205Rx,7.8,0.001142857142857143
99205Rx,0.42,0.002285714285714286
99205Rx,2.4,0.005714285714285714
99205Rx,8.1,0.001142857142857143
99205Rx,8.0,0.001142857142857143
99205Rx,20.2,0.001142857142857143
99205Rx,8.5,0.009142857142857144
99205Rx,2.91,0.005714285714285714
99205Rx,4.2,0.001142857142857143
99205Rx,0.01,0.001142857142857143
99205Rx,3.21,0.002285714285714286
99205Rx,9.8,0.002285714285714286
99205Rx,3.11,0.002285714285714286
99205Rx,3.29,0.002285714285714286
99205Rx,8.38,0.0034285714285714284
99205Rx,5.46,0.004571428571428572
99205Rx,3.67,0.004571428571428572
99205Rx,3.44,0.002285714285714286
99205Rx,-3.14,0.001142857142857143
99205Rx,21.71,0.004571428571428572
99205Rx,10.0,0.018285714285714287
99205Rx,6.12,0.002285714285714286
99205Rx,40.0,0.009142857142857144
99205Rx,7.26,0.001142857142857143
99205Rx,9.07,0.025142857142857144
99205Rx,147.0,0.002285714285714286
99205Rx,28.63,0.001142857142857143
99205Rx,18.31,0.002285714285714286
99205Rx,34.68,0.001142857142857143
99205Rx,8.64,0.004571428571428572
99205Rx,25.0,0.002285714285714286
99205Rx,2.42,0.006857142857142857
99205Rx,44.79,0.004571428571428572
99205Rx,2.68,0.004571428571428572
99205Rx,42.14,0.002285714285714286
99205Rx,9.29,0.002285714285714286
99205Rx,42.28,0.001142857142857143
99205Rx,47.84,0.002285714285714286
99205Rx,0.37,0.002285714285714286
99205Rx,3.14,0.001142857142857143
99205Rx,13.29,0.002285714285714286
99205Rx,1.48,0.002285714285714286
99205Rx,13.01,0.006857142857142857
99205Rx,0.91,0.002285714285714286
99205Rx,2.01,0.002285714285714286
120020,0.0,0.8
120020,95.19,0.2
17250Rx,0.0,1.0
A9517,0.0,0.6666666666666666
A9517,791.65,0.3333333333333333
97002,89.17,0.008113590263691683
97002,12.38,0.010141987829614604
97002,6.61,0.02028397565922921
97002,12.57,0.018255578093306288
97002,0.0,0.5963488843813387
97002,34.2,0.008113590263691683
97002,141.96,0.002028397565922921
97002,4.77,0.014198782961460446
97002,15.1,0.010141987829614604
97002,102.16,0.006085192697768763
97002,117.55,0.004056795131845842
97002,16.51,0.010141987829614604
97002,55.0,0.010141987829614604
97002,5.01,0.010141987829614604
97002,13.3,0.010141987829614604
97002,128.8,0.012170385395537525
97002,74.0,0.008113590263691683
97002,3.34,0.014198782961460446
97002,21.2,0.008113590263691683
97002,109.2,0.012170385395537525
97002,19.68,0.004056795131845842
97002,16.6,0.008113590263691683
97002,11.43,0.008113590263691683
97002,9.0,0.010141987829614604
97002,85.93,0.004056795131845842
97002,6.19,0.010141987829614604
97002,7.48,0.010141987829614604
97002,16.83,0.012170385395537525
97002,12.21,0.010141987829614604
97002,16.89,0.008113590263691683
97002,22.39,0.008113590263691683
97002,109.88,0.006085192697768763
97002,225.0,0.008113590263691683
97002,35.39,0.002028397565922921
97002,21.06,0.030425963488843813
97002,6.83,0.002028397565922921
97002,14.1,0.02434077079107505
97002,13.49,0.010141987829614604
97002,168.28,0.012170385395537525
97002,124.43,0.004056795131845842
97002,92.0,0.006085192697768763
97002,450.58,0.006085192697768763
97002,2.03,0.002028397565922921
28899Rx,0.0,1.0
A9512,0.0,1.0
U110,2156.61,0.35714285714285715
U110,0.0,0.5714285714285714
U110,2535.6,0.07142857142857142
Y8210,0.0,1.0
7847226,12.32,1.0
84165Rx,0.0,1.0
82595,0.0,0.6428571428571429
82595,1083.69,0.2857142857142857
82595,468.03,0.07142857142857142
87205Rx,1.17,0.02631578947368421
87205Rx,3.09,0.05263157894736842
87205Rx,102.91,0.02631578947368421
87205Rx,1.06,0.013157894736842105
87205Rx,3.59,0.013157894736842105
87205Rx,0.0,0.5789473684210527
87205Rx,3.53,0.013157894736842105
87205Rx,3.58,0.02631578947368421
87205Rx,1.14,0.039473684210526314
87205Rx,2.76,0.013157894736842105
87205Rx,4.28,0.013157894736842105
87205Rx,2.8,0.013157894736842105
87205Rx,5.31,0.013157894736842105
87205Rx,2.19,0.05263157894736842
87205Rx,1.45,0.013157894736842105
87205Rx,10.0,0.013157894736842105
87205Rx,3.62,0.06578947368421052
87205Rx,0.93,0.013157894736842105
L3702Rx,0.0,1.0
D9910Rx,6.57,0.01652892561983471
D9910Rx,3.46,0.01652892561983471
D9910Rx,14.74,0.01652892561983471
D9910Rx,7.93,0.01652892561983471
D9910Rx,3.52,0.01652892561983471
D9910Rx,2.54,0.01652892561983471
D9910Rx,6.13,0.01652892561983471
D9910Rx,0.0,0.6694214876033058
D9910Rx,17.85,0.01652892561983471
D9910Rx,25.55,0.01652892561983471
D9910Rx,5.92,0.01652892561983471
D9910Rx,9.31,0.01652892561983471
D9910Rx,5.24,0.01652892561983471
D9910Rx,14.02,0.01652892561983471
D9910Rx,1.55,0.01652892561983471
D9910Rx,58.52,0.01652892561983471
D9910Rx,21.43,0.01652892561983471
D9910Rx,1.95,0.01652892561983471
D9910Rx,2.01,0.01652892561983471
D9910Rx,12.29,0.01652892561983471
D9910Rx,5.28,0.01652892561983471
L3650Rx,0.0,1.0
Y6160,0.0,1.0
E0730Rx,0.0,0.84375
E0730Rx,1.87,0.15625
J1756,618.56,0.02072538860103627
J1756,1278.72,0.04145077720207254
J1756,0.0,0.8134715025906736
J1756,927.84,0.04145077720207254
J1756,2130.84,0.02072538860103627
J1756,1918.08,0.04145077720207254
J1756,2009.75,0.02072538860103627
J1750,0.0,1.0
88120,27.66,0.21739130434782608
88120,0.0,0.34782608695652173
88120,52.53,0.13043478260869565
88120,69.07,0.21739130434782608
88120,7.22,0.08695652173913043
88121,0.0,0.8666666666666667
88121,50.16,0.13333333333333333
FITPGRx,0.0,0.8047945205479452
FITPGRx,119.15,0.003424657534246575
FITPGRx,-118.15,0.00684931506849315
FITPGRx,-2.12,0.00684931506849315
FITPGRx,7.5,0.00684931506849315
FITPGRx,30.17,0.00684931506849315
FITPGRx,0.44,0.003424657534246575
FITPGRx,10.67,0.00684931506849315
FITPGRx,169.09,0.003424657534246575
FITPGRx,388.57,0.00684931506849315
FITPGRx,31.74,0.023972602739726026
FITPGRx,0.49,0.0136986301369863
FITPGRx,118.15,0.0136986301369863
FITPGRx,-776.14,0.0136986301369863
FITPGRx,38.66,0.00684931506849315
FITPGRx,3.43,0.017123287671232876
FITPGRx,411.43,0.00684931506849315
FITPGRx,3.65,0.00684931506849315
FITPGRx,-839.99,0.00684931506849315
FITPGRx,839.99,0.00684931506849315
FITPGRx,19.34,0.003424657534246575
FITPGRx,881.09,0.00684931506849315
FITPGRx,57.03,0.003424657534246575
FITPGRx,47.84,0.003424657534246575
FITPGRx,3.33,0.003424657534246575
FITPGRx,2.22,0.00684931506849315
42405,25.03,1.0
56605,0.0,0.7741935483870968
56605,97.94,0.12903225806451613
56605,235.54,0.03225806451612903
56605,79.52,0.03225806451612903
56605,135.22,0.03225806451612903
56606,0.0,0.6666666666666666
56606,235.54,0.3333333333333333
80154Rx,0.0,0.9047619047619048
80154Rx,0.84,0.09523809523809523
52320,0.0,1.0
92132,0.0,0.75
92132,28.79,0.25
96374Rx,8.9,0.002932551319648094
96374Rx,0.0,0.9970674486803519
741748,0.0,1.0
736308Rx,0.0,1.0
76498Rx,0.0,1.0
S0201Rx,0.0,1.0
92134,229.93,0.009287925696594427
92134,12.31,0.01238390092879257
92134,0.0,0.6904024767801857
92134,55.9,0.0030959752321981426
92134,418.03,0.006191950464396285
92134,162.6,0.0030959752321981426
92134,5.01,0.0030959752321981426
92134,50.0,0.006191950464396285
92134,163.57,0.0030959752321981426
92134,51.16,0.009287925696594427
92134,135.51,0.009287925696594427
92134,133.01,0.006191950464396285
92134,11.1,0.0030959752321981426
92134,48.52,0.01238390092879257
92134,217.12,0.01238390092879257
92134,19.05,0.01238390092879257
92134,27.13,0.01238390092879257
92134,218.74,0.009287925696594427
92134,146.77,0.0030959752321981426
92134,78.27,0.0030959752321981426
92134,88.19,0.0030959752321981426
92134,176.59,0.01238390092879257
92134,184.55,0.018575851393188854
92134,50.09,0.0030959752321981426
92134,5.12,0.009287925696594427
92134,10.72,0.01238390092879257
92134,2000.0,0.0030959752321981426
92134,16.43,0.01238390092879257
92134,400.61,0.0030959752321981426
92134,86.97,0.006191950464396285
92134,63.69,0.0030959752321981426
92134,25.0,0.015479876160990712
92134,25.3,0.0030959752321981426
92134,14.3,0.009287925696594427
92134,43.71,0.0030959752321981426
92134,209.22,0.01238390092879257
92134,30.69,0.006191950464396285
92134,22.3,0.01238390092879257
92134,5.87,0.01238390092879257
92134,34.07,0.0030959752321981426
92134,151.78,0.0030959752321981426
92134,19.57,0.0030959752321981426
86807,0.0,1.0
86804,0.0,1.0
86803,191.52,0.0017152658662092624
86803,140.11,0.0017152658662092624
86803,39.81,0.003430531732418525
86803,27.83,0.00686106346483705
86803,86.48,0.0017152658662092624
86803,164.0,0.00686106346483705
86803,0.0,0.6054888507718696
86803,3.12,0.0017152658662092624
86803,493.96,0.0017152658662092624
86803,15.46,0.0017152658662092624
86803,161.4,0.003430531732418525
86803,89.53,0.0017152658662092624
86803,125.25,0.0017152658662092624
86803,21.05,0.00686106346483705
86803,48.14,0.0017152658662092624
86803,21.03,0.008576329331046312
86803,56.19,0.0017152658662092624
86803,35.08,0.00686106346483705
86803,327.51,0.005145797598627788
86803,78.5,0.0017152658662092624
86803,50.6,0.010291595197255575
86803,132.11,0.00686106346483705
86803,5.28,0.0017152658662092624
86803,51.74,0.0017152658662092624
86803,170.23,0.003430531732418525
86803,90.78,0.003430531732418525
86803,178.01,0.003430531732418525
86803,110.0,0.00686106346483705
86803,45.66,0.0017152658662092624
86803,25.15,0.00686106346483705
86803,31.04,0.00686106346483705
86803,15.83,0.00686106346483705
86803,38.93,0.00686106346483705
86803,12.85,0.0017152658662092624
86803,164.76,0.0137221269296741
86803,19.4,0.0017152658662092624
86803,106.54,0.00686106346483705
86803,109.65,0.0017152658662092624
86803,95.25,0.00686106346483705
86803,528.82,0.00686106346483705
86803,124.9,0.005145797598627788
86803,192.34,0.008576329331046312
86803,21.5,0.00686106346483705
86803,188.22,0.0017152658662092624
86803,173.09,0.0017152658662092624
86803,30.96,0.0017152658662092624
86803,82.34,0.022298456260720412
86803,83.0,0.003430531732418525
86803,38.47,0.00686106346483705
86803,1243.05,0.003430531732418525
86803,37.27,0.003430531732418525
86803,95.88,0.00686106346483705
86803,11.87,0.00686106346483705
86803,31.43,0.005145797598627788
86803,30.24,0.00686106346483705
86803,16.47,0.015437392795883362
86803,16.48,0.005145797598627788
86803,18.57,0.008576329331046312
86803,142.17,0.0017152658662092624
86803,33.29,0.005145797598627788
86803,15.5,0.003430531732418525
86803,136.33,0.00686106346483705
86803,137.33,0.005145797598627788
86803,15.1,0.00686106346483705
86803,25.7,0.0017152658662092624
86803,25.37,0.0017152658662092624
86803,109.27,0.003430531732418525
86803,24.7,0.00686106346483705
86803,29.28,0.005145797598627788
86803,375.35,0.010291595197255575
86803,115.14,0.00686106346483705
86803,53.71,0.0017152658662092624
86803,61.0,0.0017152658662092624
86803,9.46,0.003430531732418525
86803,22.1,0.0017152658662092624
86803,96.38,0.0017152658662092624
86803,744.4,0.00686106346483705
86803,296.23,0.003430531732418525
86803,468.03,0.0017152658662092624
86803,298.54,0.008576329331046312
86803,62.02,0.0017152658662092624
86803,134.08,0.003430531732418525
93010,3.76,0.0003636363636363636
93010,52.2,0.001090909090909091
93010,388.75,0.0014545454545454545
93010,16.56,0.0014545454545454545
93010,12.0,0.002181818181818182
93010,31.54,0.0014545454545454545
93010,49.28,0.0014545454545454545
93010,6.0,0.0007272727272727272
93010,1.96,0.0007272727272727272
93010,1.97,0.001090909090909091
93010,1.94,0.001090909090909091
93010,97.6,0.0018181818181818182
93010,529.23,0.0014545454545454545
93010,1.16,0.0018181818181818182
93010,1.15,0.001090909090909091
93010,10.5,0.0007272727272727272
93010,15583.8,0.0025454545454545456
93010,22.56,0.0014545454545454545
93010,12.83,0.0003636363636363636
93010,23.64,0.0014545454545454545
93010,86.38,0.002181818181818182
93010,16.1,0.0007272727272727272
93010,16.0,0.002909090909090909
93010,12.09,0.001090909090909091
93010,2.15,0.0007272727272727272
93010,2.14,0.0003636363636363636
93010,126.6,0.0003636363636363636
93010,12.67,0.0014545454545454545
93010,242.0,0.001090909090909091
93010,1.88,0.0014545454545454545
93010,10.88,0.001090909090909091
93010,16.46,0.0014545454545454545
93010,1.81,0.0003636363636363636
93010,8.67,0.002909090909090909
93010,1.33,0.002181818181818182
93010,1.05,0.001090909090909091
93010,1.04,0.0018181818181818182
93010,168.03,0.0007272727272727272
93010,972.18,0.001090909090909091
93010,17.31,0.0003636363636363636
93010,11.53,0.0036363636363636364
93010,50.18,0.0018181818181818182
93010,8.92,0.0025454545454545456
93010,2.23,0.0014545454545454545
93010,7.96,0.0003636363636363636
93010,7.91,0.0003636363636363636
93010,2.24,0.0003636363636363636
93010,2.25,0.001090909090909091
93010,12.52,0.0007272727272727272
93010,12.57,0.0014545454545454545
93010,1.99,0.0018181818181818182
93010,34.0,0.0018181818181818182
93010,4.33,0.0003636363636363636
93010,2.8,0.0014545454545454545
93010,3.2,0.0007272727272727272
93010,3.1,0.005818181818181818
93010,8.73,0.001090909090909091
93010,2.2,0.0007272727272727272
93010,2.4,0.0018181818181818182
93010,29.56,0.0007272727272727272
93010,22.33,0.002181818181818182
93010,22.37,0.0003636363636363636
93010,22.34,0.0007272727272727272
93010,1.75,0.002909090909090909
93010,1.77,0.001090909090909091
93010,469.43,0.0014545454545454545
93010,11.61,0.0007272727272727272
93010,19.58,0.0007272727272727272
93010,31.0,0.0047272727272727275
93010,9.24,0.001090909090909091
93010,40.0,0.005818181818181818
93010,-1.05,0.0007272727272727272
93010,34.63,0.002181818181818182
93010,11.83,0.0014545454545454545
93010,11.82,0.005818181818181818
93010,272.96,0.0007272727272727272
93010,2.42,0.0007272727272727272
93010,2.44,0.001090909090909091
93010,2.45,0.0014545454545454545
93010,1.66,0.0014545454545454545
93010,23.4,0.002181818181818182
93010,13.26,0.0003636363636363636
93010,24.61,0.0014545454545454545
93010,77.83,0.001090909090909091
93010,21.65,0.0014545454545454545
93010,38.74,0.002909090909090909
93010,9.16,0.0007272727272727272
93010,248.56,0.001090909090909091
93010,1.07,0.0025454545454545456
93010,125.24,0.0003636363636363636
93010,9.92,0.0007272727272727272
93010,5.22,0.0025454545454545456
93010,35.27,0.0014545454545454545
93010,20.13,0.0018181818181818182
93010,9.98,0.0014545454545454545
93010,6.31,0.0014545454545454545
93010,69.48,0.0007272727272727272
93010,1.52,0.0014545454545454545
93010,1.51,0.0007272727272727272
93010,15.94,0.002181818181818182
93010,13.39,0.0003636363636363636
93010,68.94,0.0025454545454545456
93010,0.89,0.002909090909090909
93010,-27.9,0.001090909090909091
93010,12.06,0.002181818181818182
93010,24.18,0.002181818181818182
93010,1.55,0.0003636363636363636
93010,42.84,0.0007272727272727272
93010,12.24,0.014181818181818183
93010,4.42,0.001090909090909091
93010,15.3,0.0003636363636363636
93010,43.9,0.0018181818181818182
93010,8.23,0.0007272727272727272
93010,10.11,0.001090909090909091
93010,8.29,0.0014545454545454545
93010,57.07,0.0018181818181818182
93010,23.15,0.0025454545454545456
93010,290.87,0.0014545454545454545
93010,29.62,0.0003636363636363636
93010,17.79,0.0014545454545454545
93010,204.46,0.0014545454545454545
93010,0.99,0.0014545454545454545
93010,265.16,0.0003636363636363636
93010,1.5,0.0047272727272727275
93010,1.2,0.0018181818181818182
93010,0.0,0.7225454545454545
93010,30.0,0.0014545454545454545
93010,1.8,0.0003636363636363636
93010,0.61,0.006909090909090909
93010,15.41,0.001090909090909091
93010,40.35,0.0007272727272727272
93010,12.11,0.002909090909090909
93010,25.13,0.0018181818181818182
93010,16.81,0.0018181818181818182
93010,4.5,0.001090909090909091
93010,81.43,0.002181818181818182
93010,2.73,0.0007272727272727272
93010,4.9,0.001090909090909091
93010,97.85,0.001090909090909091
93010,75.0,0.008727272727272728
93010,28.0,0.002909090909090909
93010,62.11,0.0003636363636363636
93010,3.9,0.001090909090909091
93010,234.85,0.001090909090909091
93010,10.37,0.0003636363636363636
93010,46.0,0.0014545454545454545
93010,5.83,0.0007272727272727272
93010,18.34,0.0014545454545454545
93010,19.51,0.002181818181818182
93010,4.24,0.0014545454545454545
93010,1.21,0.0014545454545454545
93010,15.0,0.005090909090909091
93010,15.2,0.0014545454545454545
93010,4.92,0.0047272727272727275
93010,119.2,0.0007272727272727272
93010,84.91,0.0014545454545454545
93010,1.29,0.0036363636363636364
93010,37.65,0.0014545454545454545
93010,48.4,0.0007272727272727272
93010,149.04,0.0003636363636363636
93010,1.22,0.005818181818181818
93010,36.83,0.0003636363636363636
93010,7.93,0.0014545454545454545
93010,36.62,0.001090909090909091
93010,1.25,0.0014545454545454545
93010,294.5,0.002909090909090909
86800,12.39,0.017006802721088437
86800,253.24,0.003401360544217687
86800,63.12,0.003401360544217687
86800,73.87,0.003401360544217687
86800,0.0,0.7074829931972789
86800,50.98,0.003401360544217687
86800,1558.3,0.006802721088435374
86800,51.4,0.003401360544217687
86800,4.36,0.027210884353741496
86800,9.99,0.017006802721088437
86800,288.51,0.01020408163265306
86800,144.49,0.017006802721088437
86800,21.2,0.013605442176870748
86800,56.51,0.017006802721088437
86800,37.19,0.006802721088435374
86800,791.65,0.01020408163265306
86800,296.39,0.006802721088435374
86800,29.33,0.013605442176870748
86800,10.74,0.006802721088435374
86800,44.59,0.017006802721088437
86800,75.89,0.006802721088435374
86800,26.5,0.017006802721088437
86800,16.08,0.01020408163265306
86800,46.88,0.02040816326530612
86800,118.5,0.01020408163265306
86800,24.68,0.006802721088435374
86800,19.32,0.017006802721088437
19318,0.0,0.4
19318,312.03,0.1
19318,307.02,0.5
85576,0.0,1.0
97140GPRx,5.27,0.07142857142857142
97140GPRx,31.17,0.07142857142857142
97140GPRx,2.39,0.07142857142857142
97140GPRx,27.4,0.07142857142857142
97140GPRx,3.36,0.07142857142857142
97140GPRx,19.58,0.07142857142857142
97140GPRx,3.35,0.14285714285714285
97140GPRx,1.61,0.21428571428571427
97140GPRx,10.85,0.07142857142857142
97140GPRx,20.11,0.07142857142857142
97140GPRx,26.22,0.07142857142857142
29515Rx,0.0,1.0
8831390,193.65,1.0
Y6120Rx,4.33,0.10526315789473684
Y6120Rx,0.0,0.8421052631578947
Y6120Rx,3.34,0.05263157894736842
21310,0.0,1.0
86812Rx,0.0,1.0
A7010Rx,15.0,1.0
0399Rx,0.0,1.0
87086Rx,33.4,0.0016260162601626016
87086Rx,14.76,0.0032520325203252032
87086Rx,9.32,0.004878048780487805
87086Rx,176.23,0.0008130081300813008
87086Rx,59.22,0.0016260162601626016
87086Rx,9.19,0.0040650406504065045
87086Rx,34.7,0.0032520325203252032
