From_CPT,To_CPT,Probability
1890,END_STATE,1.0
Q4014,END_STATE,0.25
Q4014,73130,0.5
Q4014,99214,0.25
Y0220,Y4200,1.0
74250,END_STATE,1.0
D9630,D1208,0.043478260869565216
D9630,D7250,0.043478260869565216
D9630,D9630,0.17391304347826086
D9630,D1206,0.043478260869565216
D9630,D4381,0.043478260869565216
D9630,D2393,0.08695652173913043
D9630,D4342,0.08695652173913043
D9630,D2391,0.043478260869565216
D9630,D4910,0.08695652173913043
D9630,D0220,0.043478260869565216
D9630,END_STATE,0.17391304347826086
D9630,D4341,0.08695652173913043
D9630,D7210,0.043478260869565216
J2405,28810,0.005952380952380952
J2405,J7030,0.023809523809523808
J2405,J7620,0.005952380952380952
J2405,00902,0.005952380952380952
J2405,J2795,0.005952380952380952
J2405,J7050,0.011904761904761904
J2405,J2270,0.011904761904761904
J2405,84703,0.005952380952380952
J2405,J2405,0.017857142857142856
J2405,J0690,0.011904761904761904
J2405,J2785,0.005952380952380952
J2405,J3490,0.041666666666666664
J2405,43239,0.011904761904761904
J2405,END_STATE,0.10119047619047619
J2405,88307,0.011904761904761904
J2405,250,0.005952380952380952
J2405,88305,0.005952380952380952
J2405,96374,0.017857142857142856
J2405,96375,0.03571428571428571
J2405,96376,0.005952380952380952
J2405,76942,0.005952380952380952
J2405,J0131,0.017857142857142856
J2405,85055,0.005952380952380952
J2405,93306,0.011904761904761904
J2405,C1713,0.005952380952380952
J2405,74177,0.005952380952380952
J2405,81003,0.011904761904761904
J2405,J1642,0.023809523809523808
J2405,J1100,0.005952380952380952
J2405,82565,0.005952380952380952
J2405,J7506,0.005952380952380952
J2405,36415,0.017857142857142856
J2405,24600,0.011904761904761904
J2405,J9100,0.005952380952380952
J2405,U250,0.005952380952380952
J2405,J1885,0.05952380952380952
J2405,17110,0.005952380952380952
J2405,29875,0.011904761904761904
J2405,J3010,0.041666666666666664
J2405,J7040,0.017857142857142856
J2405,J2710,0.005952380952380952
J2405,J0461,0.005952380952380952
J2405,73090,0.017857142857142856
J2405,~,0.041666666666666664
J2405,G0378,0.011904761904761904
J2405,J9250,0.005952380952380952
J2405,81025,0.011904761904761904
J2405,J3475,0.005952380952380952
J2405,87070,0.005952380952380952
J2405,74176,0.005952380952380952
J2405,L8699,0.011904761904761904
J2405,85025,0.011904761904761904
J2405,76830,0.005952380952380952
J2405,85027,0.005952380952380952
J2405,84481,0.005952380952380952
J2405,99283,0.005952380952380952
J2405,80053,0.011904761904761904
J2405,99285,0.005952380952380952
J2405,99284,0.041666666666666664
J2405,85014,0.005952380952380952
J2405,45385,0.005952380952380952
J2405,J7120,0.005952380952380952
J2405,J2250,0.041666666666666664
J2405,26145,0.011904761904761904
J2405,93005,0.005952380952380952
J2405,96361,0.011904761904761904
J2405,Q9967,0.017857142857142856
J2405,J2765,0.011904761904761904
J2405,84156,0.005952380952380952
J2405,45380,0.011904761904761904
S5000,END_STATE,0.6153846153846154
S5000,S5000,0.3076923076923077
S5000,Rx,0.07692307692307693
81400,81226,0.6666666666666666
81400,82306,0.3333333333333333
81401,99212,0.05263157894736842
81401,82947,0.05263157894736842
81401,81479,0.3157894736842105
81401,82306,0.05263157894736842
81401,81291,0.05263157894736842
81401,85384,0.05263157894736842
81401,END_STATE,0.15789473684210525
81401,81225,0.15789473684210525
81401,82544,0.10526315789473684
27280,END_STATE,0.5
27280,77003,0.5
933218,933258,1.0
A9540,END_STATE,1.0
A9541,78264,1.0
737218,END_STATE,0.5
737218,73560,0.5
E1390,END_STATE,0.8449612403100775
E1390,E1390,0.06976744186046512
E1390,E0431,0.08527131782945736
96374,99211,0.007246376811594203
96374,80196,0.014492753623188406
96374,99285,0.007246376811594203
96374,71010,0.014492753623188406
96374,99219,0.007246376811594203
96374,87086,0.007246376811594203
96374,72142,0.007246376811594203
96374,J2405,0.050724637681159424
96374,J1200,0.028985507246376812
96374,J0515,0.014492753623188406
96374,94770,0.007246376811594203
96374,END_STATE,0.06521739130434782
96374,J1885,0.028985507246376812
96374,96375,0.1956521739130435
96374,96376,0.028985507246376812
96374,78452,0.014492753623188406
96374,96372,0.007246376811594203
96374,80048,0.021739130434782608
96374,94761,0.014492753623188406
96374,73600,0.007246376811594203
96374,J2765,0.007246376811594203
96374,81001,0.014492753623188406
96374,82550,0.007246376811594203
96374,85014,0.007246376811594203
96374,99205,0.014492753623188406
96374,73550,0.014492753623188406
96374,74177,0.007246376811594203
96374,J3010,0.014492753623188406
96374,J0360,0.007246376811594203
96374,80400,0.014492753623188406
96374,73090,0.007246376811594203
96374,94664,0.007246376811594203
96374,84484,0.007246376811594203
96374,76937,0.014492753623188406
96374,85025,0.043478260869565216
96374,74176,0.007246376811594203
96374,80053,0.028985507246376812
96374,76830,0.007246376811594203
96374,C1894,0.007246376811594203
96374,99282,0.021739130434782608
96374,74150,0.007246376811594203
96374,99284,0.036231884057971016
96374,74178,0.007246376811594203
96374,C1769,0.007246376811594203
96374,93005,0.014492753623188406
96374,J0696,0.007246376811594203
96374,96361,0.050724637681159424
96374,J1170,0.021739130434782608
96374,99283,0.028985507246376812
96374,~,0.007246376811594203
96375,96367,0.01639344262295082
96375,84443,0.00819672131147541
96375,J2060,0.03278688524590164
96375,94640,0.00819672131147541
96375,87086,0.00819672131147541
96375,J2405,0.01639344262295082
96375,83690,0.00819672131147541
96375,J1200,0.01639344262295082
96375,J0696,0.00819672131147541
96375,J2780,0.00819672131147541
96375,END_STATE,0.08196721311475409
96375,96366,0.01639344262295082
96375,96374,0.06557377049180328
96375,96376,0.040983606557377046
96375,96372,0.00819672131147541
96375,80048,0.03278688524590164
96375,J8499,0.01639344262295082
96375,81001,0.00819672131147541
96375,J2930,0.040983606557377046
96375,83615,0.01639344262295082
96375,J2270,0.00819672131147541
96375,36415,0.01639344262295082
96375,J1885,0.00819672131147541
