Previous,Current,HighestNext,CurrentProb,HighestProb,IsSame
START_STATE,Under60_MN233,Under30_MI227,0.00031414280275395397,0.041521238866685295,False
START_STATE,Under30_MN227,Under30_MI227,0.00231903030212098,0.041521238866685295,False
START_STATE,Under30_MN200,Under30_MI227,7.314369735763705e-05,0.041521238866685295,False
Under30_MN200,Under30_MN233,END_STATE,0.09433962264150944,0.7830188679245284,False
Under30_MN233,Under30_MN235,END_STATE,0.07623888182973317,0.5336721728081322,False
Under30_MN235,Under30_MN231,END_STATE,0.16025641025641027,0.4198717948717949,False
Under30_MN231,Under30_MN227,END_STATE,0.04333868378812199,0.7126805778491172,False
START_STATE,Under60_MN228,Under30_MI227,0.000669546152735293,0.041521238866685295,False
START_STATE,Under60_MN213,Under30_MI227,0.0002841351320431285,0.041521238866685295,False
START_STATE,Under30_MN227,Under30_MI227,0.00231903030212098,0.041521238866685295,False
START_STATE,Under30_MN200,Under30_MI227,7.314369735763705e-05,0.041521238866685295,False
Under30_MN200,Under30_MN233,END_STATE,0.09433962264150944,0.7830188679245284,False
Under30_MN233,Under30_MN235,END_STATE,0.07623888182973317,0.5336721728081322,False
Under30_MN235,Under30_MN231,END_STATE,0.16025641025641027,0.4198717948717949,False
Under30_MN231,Under30_MN227,END_STATE,0.04333868378812199,0.7126805778491172,False
START_STATE,Under30_MN227,Under30_MI227,0.00231903030212098,0.041521238866685295,False
START_STATE,Under30_MN227,Under30_MI227,0.00231903030212098,0.041521238866685295,False
