From_CPT,To_CPT,Probability
72069Rx,72040,1.0
90785Rx,90785Rx,0.6666666666666666
90785Rx,99214,0.3333333333333333
D6740,D6740,0.5
D6740,D7250,0.5
80050,99213,0.007633587786259542
80050,83036,0.022900763358778626
80050,74022,0.007633587786259542
80050,88175,0.007633587786259542
80050,84443,0.007633587786259542
80050,87086,0.007633587786259542
80050,99396,0.030534351145038167
80050,88142,0.007633587786259542
80050,82728,0.007633587786259542
80050,86225,0.007633587786259542
80050,END_STATE,0.015267175572519083
80050,86003,0.007633587786259542
80050,84439,0.04580152671755725
80050,99214,0.007633587786259542
80050,98940,0.007633587786259542
80050,86677,0.007633587786259542
80050,82150,0.007633587786259542
80050,80061,0.17557251908396945
80050,81003,0.022900763358778626
80050,81000,0.007633587786259542
80050,87591,0.007633587786259542
80050,84153,0.022900763358778626
80050,82607,0.007633587786259542
80050,82627,0.007633587786259542
80050,80050Rx,0.07633587786259542
80050,36415,0.12213740458015267
80050,82947,0.007633587786259542
80050,86141,0.007633587786259542
80050,99204,0.007633587786259542
80050,84403,0.022900763358778626
80050,84436,0.007633587786259542
80050,81001,0.015267175572519083
80050,84146,0.007633587786259542
80050,82274,0.007633587786259542
80050,91010,0.007633587786259542
80050,90791,0.007633587786259542
80050,86376,0.007633587786259542
80050,86038,0.007633587786259542
80050,G8553,0.007633587786259542
80050,82652,0.007633587786259542
80050,80053,0.007633587786259542
80050,80050,0.007633587786259542
80050,83516,0.007633587786259542
80050,85025,0.030534351145038167
80050,82306,0.030534351145038167
80050,90834,0.007633587786259542
80050,1036F,0.007633587786259542
80050,80074,0.007633587786259542
80050,84550,0.007633587786259542
80050,84681,0.007633587786259542
80050,90658,0.007633587786259542
80050,82491,0.007633587786259542
80050,82465,0.007633587786259542
80050,85651,0.007633587786259542
80050,83704,0.007633587786259542
80050,84481,0.022900763358778626
80050,93000,0.022900763358778626
90715Rx,99211,0.01282051282051282
90715Rx,99386,0.01282051282051282
90715Rx,84443,0.01282051282051282
90715Rx,90715Rx,0.8461538461538461
90715Rx,99395,0.01282051282051282
90715Rx,J7611,0.01282051282051282
90715Rx,94010,0.01282051282051282
90715Rx,END_STATE,0.02564102564102564
90715Rx,0300,0.01282051282051282
90715Rx,90472,0.01282051282051282
90715Rx,86580,0.01282051282051282
90715Rx,29914,0.01282051282051282
92134Rx,92136,0.3333333333333333
92134Rx,88175,0.3333333333333333
92134Rx,92134Rx,0.3333333333333333
D9630,D1208,0.08333333333333333
D9630,D0120,0.08333333333333333
D9630,D9910,0.08333333333333333
D9630,D2331,0.08333333333333333
D9630,D9630,0.16666666666666666
D9630,D4381,0.16666666666666666
D9630,D0220,0.08333333333333333
D9630,D1110,0.08333333333333333
D9630,D7210,0.08333333333333333
D9630,D1120,0.08333333333333333
S5001,S5001,0.5
S5001,99213,0.5
81400,81226,1.0
81401,END_STATE,0.5
81401,82172,0.5
83655Rx,83655Rx,0.5
83655Rx,90716,0.25
83655Rx,80061,0.25
WA061Rx,99213,1.0
96374,96375,0.11764705882352941
96374,J1756,0.11764705882352941
96374,J1885,0.058823529411764705
96374,96374Rx,0.058823529411764705
96374,70450,0.058823529411764705
96374,99282,0.058823529411764705
96374,96376,0.058823529411764705
96374,99284,0.11764705882352941
96374,J2405,0.058823529411764705
96374,J1200,0.058823529411764705
96374,76536,0.058823529411764705
96374,96361,0.058823529411764705
96374,~,0.11764705882352941
96375,74177,0.125
96375,99285,0.125
96375,99284,0.25
96375,J2469,0.125
96375,J1100,0.125
96375,72125,0.125
96375,J1170,0.125
97032Rx,98941,0.5
97032Rx,55250,0.5
96372,99213,0.062146892655367235
96372,99214,0.04519774011299435
96372,87186,0.005649717514124294
96372,G0434,0.005649717514124294
96372,J1080,0.15819209039548024
96372,99000,0.005649717514124294
96372,J0696,0.011299435028248588
96372,END_STATE,0.011299435028248588
96372,J2505,0.005649717514124294
96372,J2930,0.005649717514124294
96372,S9088,0.005649717514124294
96372,87880,0.02824858757062147
96372,J1756,0.005649717514124294
96372,90658,0.005649717514124294
96372,96372,0.03389830508474576
96372,98941,0.005649717514124294
96372,81025,0.011299435028248588
96372,98943,0.005649717514124294
96372,A0436,0.005649717514124294
96372,J3301,0.01694915254237288
96372,87491,0.005649717514124294
96372,J3420,0.05084745762711865
96372,71020,0.005649717514124294
96372,Y2550,0.005649717514124294
96372,J1100,0.03954802259887006
96372,J1040,0.01694915254237288
96372,93321,0.005649717514124294
96372,99051,0.005649717514124294
96372,99203,0.005649717514124294
96372,J1885,0.011299435028248588
96372,J2550,0.011299435028248588
96372,99058,0.005649717514124294
96372,84450,0.005649717514124294
96372,96372Rx,0.1807909604519774
96372,67850,0.005649717514124294
96372,A7037,0.005649717514124294
96372,95115,0.022598870056497175
96372,J0702,0.005649717514124294
96372,82670,0.011299435028248588
96372,90471,0.005649717514124294
96372,99283,0.01694915254237288
96372,84703,0.011299435028248588
96372,1000F,0.011299435028248588
96372,J1050,0.01694915254237288
96372,J1070,0.03954802259887006
96372,J1055,0.011299435028248588
96372,J1030,0.005649717514124294
96372,G0008,0.005649717514124294
96372,J1170,0.005649717514124294
96372,93000,0.005649717514124294
96372,96365,0.01694915254237288
80051,84075,0.05263157894736842
80051,83036,0.21052631578947367
80051,85025,0.10526315789473684
80051,Y4020,0.05263157894736842
80051,99284,0.05263157894736842
80051,80061,0.2631578947368421
80051,84460,0.05263157894736842
80051,82550,0.10526315789473684
80051,84450,0.05263157894736842
80051,84439,0.05263157894736842
S1016,96413,1.0
J3303,99213,0.5
J3303,20605,0.5
11721Rx,99213,0.1875
11721Rx,77052,0.0625
11721Rx,11721Rx,0.6875
11721Rx,97530,0.0625
9939225,9046059,0.5
9939225,90465,0.5
73080,Q4008,0.058823529411764705
73080,99213,0.058823529411764705
73080,73080Rx,0.058823529411764705
73080,99214,0.058823529411764705
73080,82306,0.058823529411764705
73080,73510,0.058823529411764705
73080,99283,0.17647058823529413
73080,97811,0.058823529411764705
73080,Y3200,0.058823529411764705
73080,73221,0.058823529411764705
73080,V2020,0.058823529411764705
73080,~,0.058823529411764705
73080,73130,0.058823529411764705
73080,73080,0.11764705882352941
964,750,1.0
E0601Rx,99213,0.25
E0601Rx,E0601Rx,0.5
E0601Rx,E0562,0.25
D9110,D0120,0.3333333333333333
D9110,D0140,0.3333333333333333
D9110,D1120,0.3333333333333333
19370,U250,1.0
D2335,D2335Rx,0.07692307692307693
D2335,D2335,0.38461538461538464
D2335,D2391,0.15384615384615385
D2335,D0220,0.07692307692307693
D2335,END_STATE,0.07692307692307693
D2335,D1110,0.23076923076923078
52265,52224,1.0
D2331,D2140,0.0625
D2331,D2331,0.1875
D2331,D2330,0.125
D2331,D2332,0.125
D2331,D2392,0.1875
D2331,D2391,0.125
D2331,D1120,0.0625
D2331,END_STATE,0.0625
D2331,D0220,0.0625
D2330,D0120,0.047619047619047616
D2330,D0140,0.09523809523809523
D2330,D0330,0.047619047619047616
D2330,D2150,0.047619047619047616
D2330,D2140,0.047619047619047616
D2330,D2331,0.09523809523809523
D2330,D2330,0.23809523809523808
D2330,D2393,0.047619047619047616
D2330,END_STATE,0.14285714285714285
D2330,D2391,0.047619047619047616
D2330,D4342,0.047619047619047616
D2330,D3310,0.047619047619047616
D2330,D0150,0.047619047619047616
D2332,D2335,0.15384615384615385
D2332,D2331,0.07692307692307693
D2332,D2332,0.38461538461538464
D2332,D2391,0.15384615384615385
D2332,D4910,0.07692307692307693
D2332,D1110,0.15384615384615385
73060,73060,0.3333333333333333
73060,99214,0.3333333333333333
73060,73070,0.3333333333333333
88150,80053,1.0
96150,Y3010,1.0
J2405,80053,0.045454545454545456
J2405,58558,0.045454545454545456
J2405,76830,0.045454545454545456
J2405,45380,0.045454545454545456
J2405,52500,0.045454545454545456
J2405,J3010,0.045454545454545456
J2405,J2270,0.045454545454545456
J2405,76942,0.045454545454545456
J2405,99284,0.045454545454545456
J2405,84703,0.045454545454545456
J2405,S9351,0.09090909090909091
J2405,J7120,0.09090909090909091
J2405,J0131,0.045454545454545456
J2405,J2785,0.045454545454545456
J2405,S0612,0.045454545454545456
J2405,81001,0.045454545454545456
J2405,J2405Rx,0.045454545454545456
J2405,96361,0.045454545454545456
J2405,76001,0.045454545454545456
J2405,J1885,0.045454545454545456
A7003Rx,A7003Rx,0.8333333333333334
A7003Rx,94760,0.16666666666666666
81240,81241,0.4
81240,84443,0.2
81240,85730,0.2
81240,85291,0.2
95886Rx,84153,1.0
83540,99213,0.09090909090909091
83540,82977,0.022727272727272728
83540,99214,0.022727272727272728
83540,84402,0.045454545454545456
83540,84443,0.022727272727272728
83540,Y3000,0.022727272727272728
83540,84520,0.022727272727272728
83540,80061,0.045454545454545456
83540,82728,0.045454545454545456
83540,81001,0.06818181818181818
83540,82627,0.022727272727272728
83540,36415,0.022727272727272728
83540,09998,0.022727272727272728
83540,99202,0.022727272727272728
83540,84436,0.06818181818181818
83540,83002,0.022727272727272728
83540,86235,0.022727272727272728
83540,80053,0.022727272727272728
83540,85025,0.06818181818181818
83540,85027,0.022727272727272728
83540,09935,0.022727272727272728
83540,85046,0.022727272727272728
83540,86800,0.022727272727272728
83540,84702,0.022727272727272728
83540,69210,0.022727272727272728
83540,83550,0.1590909090909091
U510,U510Rx,0.5
U510,82379,0.25
U510,J0586,0.25
U515,16020,1.0
J8499,94640,0.3333333333333333
J8499,80196,0.3333333333333333
J8499,36415,0.3333333333333333
99999,99999,0.6666666666666666
99999,74177,0.047619047619047616
99999,19295,0.047619047619047616
99999,99999Rx,0.047619047619047616
99999,99283,0.09523809523809523
99999,A4648,0.047619047619047616
99999,36415,0.047619047619047616
940108,992440,1.0
94375Rx,90655,0.3333333333333333
94375Rx,99213,0.3333333333333333
94375Rx,94375Rx,0.3333333333333333
U260,U250,0.058823529411764705
U260,U260,0.35294117647058826
U260,U300,0.058823529411764705
U260,U301,0.058823529411764705
U260,U258,0.11764705882352941
U260,U278,0.058823529411764705
U260,U260Rx,0.17647058823529413
U260,U320,0.058823529411764705
U260,U636,0.058823529411764705
D2150,D0120,0.1111111111111111
D2150,D7140,0.05555555555555555
D2150,D2140,0.05555555555555555
D2150,D1203,0.05555555555555555
D2150,D2330,0.1111111111111111
D2150,D0210,0.05555555555555555
D2150,D2391,0.1111111111111111
